Date,Category,Sub_Category,Product_Name,Price,Source
7/1/2023,Furniture,Wardrobes,3 Door,22734.41,Urbanladder.com
8/1/2023,Furniture,Wardrobes,3 Door,22792.47,Urbanladder.com
9/1/2023,Furniture,Wardrobes,3 Door,22782.68,Urbanladder.com
10/1/2023,Furniture,Wardrobes,3 Door,22939.05,Urbanladder.com
11/1/2023,Furniture,Wardrobes,3 Door,22709.46,Urbanladder.com
12/1/2023,Furniture,Wardrobes,3 Door,23073.96,Urbanladder.com
1/1/2024,Furniture,Wardrobes,3 Door,23592.05,Urbanladder.com
2/1/2024,Furniture,Wardrobes,3 Door,24059.03,Urbanladder.com
3/1/2024,Furniture,Wardrobes,3 Door,24386.3,Urbanladder.com
4/1/2024,Furniture,Wardrobes,3 Door,24667.22,Urbanladder.com
5/1/2024,Furniture,Wardrobes,3 Door,24851.36,Urbanladder.com
6/1/2024,Furniture,Wardrobes,3 Door,25199.26,Urbanladder.com
7/1/2024,Furniture,Wardrobes,3 Door,24463.77,Urbanladder.com
8/1/2024,Furniture,Wardrobes,3 Door,24508.07,Urbanladder.com
9/1/2024,Furniture,Wardrobes,3 Door,24975.05,Urbanladder.com
10/1/2024,Furniture,Wardrobes,3 Door,24562.86,Urbanladder.com
11/1/2024,Furniture,Wardrobes,3 Door,24780.16,Urbanladder.com
12/1/2024,Furniture,Wardrobes,3 Door,24940.46,Urbanladder.com
1/1/2025,Furniture,Wardrobes,3 Door,25436.66,Urbanladder.com
2/1/2025,Furniture,Wardrobes,3 Door,26025.01,Urbanladder.com
3/1/2025,Furniture,Wardrobes,3 Door,26015.38,Urbanladder.com
4/1/2025,Furniture,Wardrobes,3 Door,26768.97,Urbanladder.com
5/1/2025,Furniture,Wardrobes,3 Door,26986.65,Urbanladder.com
6/1/2025,Furniture,Wardrobes,3 Door,26807.06,Urbanladder.com
7/1/2025,Furniture,Wardrobes,3 Door,26096.28,Urbanladder.com
8/1/2025,Furniture,Wardrobes,3 Door,26158.16,Urbanladder.com
9/1/2025,Furniture,Wardrobes,3 Door,25956.41,Urbanladder.com
10/1/2025,Furniture,Wardrobes,3 Door,25719.45,Urbanladder.com
11/1/2025,Furniture,Wardrobes,3 Door,25891.94,Urbanladder.com
12/1/2025,Furniture,Wardrobes,3 Door,26728.52,Urbanladder.com
1/1/2026,Furniture,Wardrobes,3 Door,27124.73,Urbanladder.com
2/1/2026,Furniture,Wardrobes,3 Door,27219.1,Urbanladder.com
3/1/2026,Furniture,Wardrobes,3 Door,27832.3,Urbanladder.com
4/1/2026,Furniture,Wardrobes,3 Door,28161.28,Urbanladder.com
5/1/2026,Furniture,Wardrobes,3 Door,28757.87,Urbanladder.com
6/1/2026,Furniture,Wardrobes,3 Door,28243.94,Urbanladder.com
1/1/2022,Furniture,Wardrobes,3 Door,33766.94,Urbanladder.com
2/1/2022,Furniture,Wardrobes,3 Door,34751.86,Urbanladder.com
3/1/2022,Furniture,Wardrobes,3 Door,35185.06,Urbanladder.com
4/1/2022,Furniture,Wardrobes,3 Door,35272.98,Urbanladder.com
5/1/2022,Furniture,Wardrobes,3 Door,35793.31,Urbanladder.com
6/1/2022,Furniture,Wardrobes,3 Door,34760.3,Urbanladder.com
7/1/2022,Furniture,Wardrobes,3 Door,35548.98,Urbanladder.com
8/1/2022,Furniture,Wardrobes,3 Door,35554.94,Urbanladder.com
9/1/2022,Furniture,Wardrobes,3 Door,34851.87,Urbanladder.com
10/1/2022,Furniture,Wardrobes,3 Door,34599.24,Urbanladder.com
11/1/2022,Furniture,Wardrobes,3 Door,35271.14,Urbanladder.com
12/1/2022,Furniture,Wardrobes,3 Door,35760.87,Urbanladder.com
1/1/2023,Furniture,Wardrobes,3 Door,36788.15,Urbanladder.com
2/1/2023,Furniture,Wardrobes,3 Door,37839.4,Urbanladder.com
3/1/2023,Furniture,Wardrobes,3 Door,37764.58,Urbanladder.com
4/1/2023,Furniture,Wardrobes,3 Door,38995.21,Urbanladder.com
5/1/2023,Furniture,Wardrobes,3 Door,38061.72,Urbanladder.com
6/1/2023,Furniture,Wardrobes,3 Door,38957.89,Urbanladder.com
7/1/2023,Furniture,Wardrobes,3 Door,38161.88,Urbanladder.com
8/1/2023,Furniture,Wardrobes,3 Door,38259.34,Urbanladder.com
9/1/2023,Furniture,Wardrobes,3 Door,38242.91,Urbanladder.com
10/1/2023,Furniture,Wardrobes,3 Door,38505.39,Urbanladder.com
11/1/2023,Furniture,Wardrobes,3 Door,38120,Urbanladder.com
12/1/2023,Furniture,Wardrobes,3 Door,38731.85,Urbanladder.com
1/1/2024,Furniture,Wardrobes,3 Door,39601.51,Urbanladder.com
2/1/2024,Furniture,Wardrobes,3 Door,40385.39,Urbanladder.com
3/1/2024,Furniture,Wardrobes,3 Door,40934.74,Urbanladder.com
4/1/2024,Furniture,Wardrobes,3 Door,41406.29,Urbanladder.com
5/1/2024,Furniture,Wardrobes,3 Door,41715.38,Urbanladder.com
6/1/2024,Furniture,Wardrobes,3 Door,42299.37,Urbanladder.com
7/1/2024,Furniture,Wardrobes,3 Door,41064.77,Urbanladder.com
8/1/2024,Furniture,Wardrobes,3 Door,41139.14,Urbanladder.com
9/1/2024,Furniture,Wardrobes,3 Door,41923.02,Urbanladder.com
10/1/2024,Furniture,Wardrobes,3 Door,41231.11,Urbanladder.com
11/1/2024,Furniture,Wardrobes,3 Door,41595.87,Urbanladder.com
12/1/2024,Furniture,Wardrobes,3 Door,41864.95,Urbanladder.com
1/1/2025,Furniture,Wardrobes,3 Door,42697.87,Urbanladder.com
2/1/2025,Furniture,Wardrobes,3 Door,43685.46,Urbanladder.com
3/1/2025,Furniture,Wardrobes,3 Door,43669.3,Urbanladder.com
4/1/2025,Furniture,Wardrobes,3 Door,44934.27,Urbanladder.com
5/1/2025,Furniture,Wardrobes,3 Door,45299.67,Urbanladder.com
6/1/2025,Furniture,Wardrobes,3 Door,44998.22,Urbanladder.com
7/1/2025,Furniture,Wardrobes,3 Door,43805.11,Urbanladder.com
8/1/2025,Furniture,Wardrobes,3 Door,43908.97,Urbanladder.com
9/1/2025,Furniture,Wardrobes,3 Door,43570.31,Urbanladder.com
10/1/2025,Furniture,Wardrobes,3 Door,43172.55,Urbanladder.com
11/1/2025,Furniture,Wardrobes,3 Door,43462.1,Urbanladder.com
12/1/2025,Furniture,Wardrobes,3 Door,44866.38,Urbanladder.com
1/1/2026,Furniture,Wardrobes,3 Door,45531.45,Urbanladder.com
2/1/2026,Furniture,Wardrobes,3 Door,45689.86,Urbanladder.com
3/1/2026,Furniture,Wardrobes,3 Door,46719.17,Urbanladder.com
4/1/2026,Furniture,Wardrobes,3 Door,47271.41,Urbanladder.com
5/1/2026,Furniture,Wardrobes,3 Door,48272.83,Urbanladder.com
6/1/2026,Furniture,Wardrobes,3 Door,47410.15,Urbanladder.com
1/1/2022,Furniture,Wardrobes,3 Door,17960.8,Urbanladder.com
2/1/2022,Furniture,Wardrobes,3 Door,18484.69,Urbanladder.com
3/1/2022,Furniture,Wardrobes,3 Door,18715.11,Urbanladder.com
4/1/2022,Furniture,Wardrobes,3 Door,18761.87,Urbanladder.com
5/1/2022,Furniture,Wardrobes,3 Door,19038.64,Urbanladder.com
6/1/2022,Furniture,Wardrobes,3 Door,18489.18,Urbanladder.com
7/1/2022,Furniture,Wardrobes,3 Door,18908.68,Urbanladder.com
8/1/2022,Furniture,Wardrobes,3 Door,18911.85,Urbanladder.com
9/1/2022,Furniture,Wardrobes,3 Door,18537.88,Urbanladder.com
10/1/2022,Furniture,Wardrobes,3 Door,18403.51,Urbanladder.com
11/1/2022,Furniture,Wardrobes,3 Door,18760.9,Urbanladder.com
12/1/2022,Furniture,Wardrobes,3 Door,19021.39,Urbanladder.com
1/1/2023,Furniture,Wardrobes,3 Door,19567.8,Urbanladder.com
2/1/2023,Furniture,Wardrobes,3 Door,20126.97,Urbanladder.com
3/1/2023,Furniture,Wardrobes,3 Door,20087.17,Urbanladder.com
4/1/2023,Furniture,Wardrobes,3 Door,20741.75,Urbanladder.com
5/1/2023,Furniture,Wardrobes,3 Door,20245.22,Urbanladder.com
6/1/2023,Furniture,Wardrobes,3 Door,20721.89,Urbanladder.com
7/1/2023,Furniture,Wardrobes,3 Door,20298.49,Urbanladder.com
8/1/2023,Furniture,Wardrobes,3 Door,20350.33,Urbanladder.com
9/1/2023,Furniture,Wardrobes,3 Door,20341.59,Urbanladder.com
10/1/2023,Furniture,Wardrobes,3 Door,20481.2,Urbanladder.com
11/1/2023,Furniture,Wardrobes,3 Door,20276.22,Urbanladder.com
12/1/2023,Furniture,Wardrobes,3 Door,20601.66,Urbanladder.com
1/1/2024,Furniture,Wardrobes,3 Door,21064.24,Urbanladder.com
2/1/2024,Furniture,Wardrobes,3 Door,21481.19,Urbanladder.com
3/1/2024,Furniture,Wardrobes,3 Door,21773.39,Urbanladder.com
4/1/2024,Furniture,Wardrobes,3 Door,22024.21,Urbanladder.com
5/1/2024,Furniture,Wardrobes,3 Door,22188.62,Urbanladder.com
6/1/2024,Furniture,Wardrobes,3 Door,22499.25,Urbanladder.com
7/1/2024,Furniture,Wardrobes,3 Door,21842.55,Urbanladder.com
8/1/2024,Furniture,Wardrobes,3 Door,21882.11,Urbanladder.com
9/1/2024,Furniture,Wardrobes,3 Door,22299.06,Urbanladder.com
10/1/2024,Furniture,Wardrobes,3 Door,21931.03,Urbanladder.com
11/1/2024,Furniture,Wardrobes,3 Door,22125.05,Urbanladder.com
12/1/2024,Furniture,Wardrobes,3 Door,22268.17,Urbanladder.com
1/1/2025,Furniture,Wardrobes,3 Door,22711.21,Urbanladder.com
2/1/2025,Furniture,Wardrobes,3 Door,23236.51,Urbanladder.com
3/1/2025,Furniture,Wardrobes,3 Door,23227.91,Urbanladder.com
4/1/2025,Furniture,Wardrobes,3 Door,23900.76,Urbanladder.com
5/1/2025,Furniture,Wardrobes,3 Door,24095.12,Urbanladder.com
6/1/2025,Furniture,Wardrobes,3 Door,23934.78,Urbanladder.com
7/1/2025,Furniture,Wardrobes,3 Door,23300.15,Urbanladder.com
8/1/2025,Furniture,Wardrobes,3 Door,23355.4,Urbanladder.com
9/1/2025,Furniture,Wardrobes,3 Door,23175.26,Urbanladder.com
10/1/2025,Furniture,Wardrobes,3 Door,22963.69,Urbanladder.com
11/1/2025,Furniture,Wardrobes,3 Door,23117.7,Urbanladder.com
12/1/2025,Furniture,Wardrobes,3 Door,23864.65,Urbanladder.com
1/1/2026,Furniture,Wardrobes,3 Door,24218.4,Urbanladder.com
2/1/2026,Furniture,Wardrobes,3 Door,24302.66,Urbanladder.com
3/1/2026,Furniture,Wardrobes,3 Door,24850.16,Urbanladder.com
4/1/2026,Furniture,Wardrobes,3 Door,25143.89,Urbanladder.com
5/1/2026,Furniture,Wardrobes,3 Door,25676.56,Urbanladder.com
6/1/2026,Furniture,Wardrobes,3 Door,25217.69,Urbanladder.com
1/1/2022,Furniture,Wardrobes,3 Door,28737.71,Urbanladder.com
2/1/2022,Furniture,Wardrobes,3 Door,29575.94,Urbanladder.com
3/1/2022,Furniture,Wardrobes,3 Door,29944.62,Urbanladder.com
4/1/2022,Furniture,Wardrobes,3 Door,30019.44,Urbanladder.com
5/1/2022,Furniture,Wardrobes,3 Door,30462.28,Urbanladder.com
6/1/2022,Furniture,Wardrobes,3 Door,29583.13,Urbanladder.com
7/1/2022,Furniture,Wardrobes,3 Door,30254.34,Urbanladder.com
8/1/2022,Furniture,Wardrobes,3 Door,30259.41,Urbanladder.com
9/1/2022,Furniture,Wardrobes,3 Door,29661.05,Urbanladder.com
10/1/2022,Furniture,Wardrobes,3 Door,29446.05,Urbanladder.com
11/1/2022,Furniture,Wardrobes,3 Door,30017.88,Urbanladder.com
12/1/2022,Furniture,Wardrobes,3 Door,30434.67,Urbanladder.com
1/1/2023,Furniture,Wardrobes,3 Door,31308.95,Urbanladder.com
2/1/2023,Furniture,Wardrobes,3 Door,32203.63,Urbanladder.com
3/1/2023,Furniture,Wardrobes,3 Door,32139.95,Urbanladder.com
4/1/2023,Furniture,Wardrobes,3 Door,33187.29,Urbanladder.com
5/1/2023,Furniture,Wardrobes,3 Door,32392.84,Urbanladder.com
6/1/2023,Furniture,Wardrobes,3 Door,33155.52,Urbanladder.com
7/1/2023,Furniture,Wardrobes,3 Door,32478.07,Urbanladder.com
8/1/2023,Furniture,Wardrobes,3 Door,32561.02,Urbanladder.com
9/1/2023,Furniture,Wardrobes,3 Door,32547.04,Urbanladder.com
10/1/2023,Furniture,Wardrobes,3 Door,32770.42,Urbanladder.com
11/1/2023,Furniture,Wardrobes,3 Door,32442.44,Urbanladder.com
12/1/2023,Furniture,Wardrobes,3 Door,32963.16,Urbanladder.com
1/1/2024,Furniture,Wardrobes,3 Door,33703.28,Urbanladder.com
2/1/2024,Furniture,Wardrobes,3 Door,34370.42,Urbanladder.com
3/1/2024,Furniture,Wardrobes,3 Door,34837.95,Urbanladder.com
4/1/2024,Furniture,Wardrobes,3 Door,35239.26,Urbanladder.com
5/1/2024,Furniture,Wardrobes,3 Door,35502.32,Urbanladder.com
6/1/2024,Furniture,Wardrobes,3 Door,35999.33,Urbanladder.com
7/1/2024,Furniture,Wardrobes,3 Door,34948.61,Urbanladder.com
8/1/2024,Furniture,Wardrobes,3 Door,35011.9,Urbanladder.com
9/1/2024,Furniture,Wardrobes,3 Door,35679.03,Urbanladder.com
10/1/2024,Furniture,Wardrobes,3 Door,35090.18,Urbanladder.com
11/1/2024,Furniture,Wardrobes,3 Door,35400.6,Urbanladder.com
12/1/2024,Furniture,Wardrobes,3 Door,35629.61,Urbanladder.com
1/1/2025,Furniture,Wardrobes,3 Door,36338.48,Urbanladder.com
2/1/2025,Furniture,Wardrobes,3 Door,37178.98,Urbanladder.com
3/1/2025,Furniture,Wardrobes,3 Door,37165.22,Urbanladder.com
4/1/2025,Furniture,Wardrobes,3 Door,38241.79,Urbanladder.com
5/1/2025,Furniture,Wardrobes,3 Door,38552.76,Urbanladder.com
6/1/2025,Furniture,Wardrobes,3 Door,38296.21,Urbanladder.com
7/1/2025,Furniture,Wardrobes,3 Door,37280.8,Urbanladder.com
8/1/2025,Furniture,Wardrobes,3 Door,37369.2,Urbanladder.com
9/1/2025,Furniture,Wardrobes,3 Door,37080.98,Urbanladder.com
10/1/2025,Furniture,Wardrobes,3 Door,36742.46,Urbanladder.com
11/1/2025,Furniture,Wardrobes,3 Door,36988.88,Urbanladder.com
12/1/2025,Furniture,Wardrobes,3 Door,38184.01,Urbanladder.com
1/1/2026,Furniture,Wardrobes,3 Door,38750.03,Urbanladder.com
2/1/2026,Furniture,Wardrobes,3 Door,38884.84,Urbanladder.com
3/1/2026,Furniture,Wardrobes,3 Door,39760.85,Urbanladder.com
4/1/2026,Furniture,Wardrobes,3 Door,40230.83,Urbanladder.com
5/1/2026,Furniture,Wardrobes,3 Door,41083.11,Urbanladder.com
6/1/2026,Furniture,Wardrobes,3 Door,40348.91,Urbanladder.com
1/1/2022,Furniture,Wardrobes,3 Door,28019.25,Urbanladder.com
2/1/2022,Furniture,Wardrobes,3 Door,28836.52,Urbanladder.com
3/1/2022,Furniture,Wardrobes,3 Door,29195.99,Urbanladder.com
4/1/2022,Furniture,Wardrobes,3 Door,29268.94,Urbanladder.com
5/1/2022,Furniture,Wardrobes,3 Door,29700.7,Urbanladder.com
6/1/2022,Furniture,Wardrobes,3 Door,28843.53,Urbanladder.com
7/1/2022,Furniture,Wardrobes,3 Door,29497.96,Urbanladder.com
8/1/2022,Furniture,Wardrobes,3 Door,29502.91,Urbanladder.com
9/1/2022,Furniture,Wardrobes,3 Door,28919.51,Urbanladder.com
10/1/2022,Furniture,Wardrobes,3 Door,28709.88,Urbanladder.com
11/1/2022,Furniture,Wardrobes,3 Door,29267.42,Urbanladder.com
12/1/2022,Furniture,Wardrobes,3 Door,29673.79,Urbanladder.com
1/1/2023,Furniture,Wardrobes,3 Door,30526.2,Urbanladder.com
2/1/2023,Furniture,Wardrobes,3 Door,31398.52,Urbanladder.com
3/1/2023,Furniture,Wardrobes,3 Door,31336.43,Urbanladder.com
4/1/2023,Furniture,Wardrobes,3 Door,32357.59,Urbanladder.com
5/1/2023,Furniture,Wardrobes,3 Door,31582.99,Urbanladder.com
6/1/2023,Furniture,Wardrobes,3 Door,32326.62,Urbanladder.com
7/1/2023,Furniture,Wardrobes,3 Door,31666.1,Urbanladder.com
8/1/2023,Furniture,Wardrobes,3 Door,31746.97,Urbanladder.com
9/1/2023,Furniture,Wardrobes,3 Door,31733.34,Urbanladder.com
10/1/2023,Furniture,Wardrobes,3 Door,31951.14,Urbanladder.com
11/1/2023,Furniture,Wardrobes,3 Door,31631.35,Urbanladder.com
12/1/2023,Furniture,Wardrobes,3 Door,32139.06,Urbanladder.com
1/1/2024,Furniture,Wardrobes,3 Door,32860.68,Urbanladder.com
2/1/2024,Furniture,Wardrobes,3 Door,33511.13,Urbanladder.com
3/1/2024,Furniture,Wardrobes,3 Door,33966.98,Urbanladder.com
4/1/2024,Furniture,Wardrobes,3 Door,34358.26,Urbanladder.com
5/1/2024,Furniture,Wardrobes,3 Door,34614.74,Urbanladder.com
6/1/2024,Furniture,Wardrobes,3 Door,35099.33,Urbanladder.com
7/1/2024,Furniture,Wardrobes,3 Door,34074.87,Urbanladder.com
8/1/2024,Furniture,Wardrobes,3 Door,34136.58,Urbanladder.com
9/1/2024,Furniture,Wardrobes,3 Door,34787.03,Urbanladder.com
10/1/2024,Furniture,Wardrobes,3 Door,34212.9,Urbanladder.com
11/1/2024,Furniture,Wardrobes,3 Door,34515.57,Urbanladder.com
12/1/2024,Furniture,Wardrobes,3 Door,34738.85,Urbanladder.com
1/1/2025,Furniture,Wardrobes,3 Door,35429.99,Urbanladder.com
2/1/2025,Furniture,Wardrobes,3 Door,36249.48,Urbanladder.com
3/1/2025,Furniture,Wardrobes,3 Door,36236.07,Urbanladder.com
4/1/2025,Furniture,Wardrobes,3 Door,37285.72,Urbanladder.com
5/1/2025,Furniture,Wardrobes,3 Door,37588.92,Urbanladder.com
6/1/2025,Furniture,Wardrobes,3 Door,37338.79,Urbanladder.com
7/1/2025,Furniture,Wardrobes,3 Door,36348.76,Urbanladder.com
8/1/2025,Furniture,Wardrobes,3 Door,36434.94,Urbanladder.com
9/1/2025,Furniture,Wardrobes,3 Door,36153.93,Urbanladder.com
10/1/2025,Furniture,Wardrobes,3 Door,35823.87,Urbanladder.com
11/1/2025,Furniture,Wardrobes,3 Door,36064.14,Urbanladder.com
12/1/2025,Furniture,Wardrobes,3 Door,37229.39,Urbanladder.com
1/1/2026,Furniture,Wardrobes,3 Door,37781.25,Urbanladder.com
2/1/2026,Furniture,Wardrobes,3 Door,37912.69,Urbanladder.com
3/1/2026,Furniture,Wardrobes,3 Door,38766.81,Urbanladder.com
4/1/2026,Furniture,Wardrobes,3 Door,39225.04,Urbanladder.com
5/1/2026,Furniture,Wardrobes,3 Door,40056,Urbanladder.com
6/1/2026,Furniture,Wardrobes,3 Door,39340.17,Urbanladder.com
1/1/2022,Furniture,Wardrobes,3 Door,11494.65,Urbanladder.com
2/1/2022,Furniture,Wardrobes,3 Door,11829.93,Urbanladder.com
3/1/2022,Furniture,Wardrobes,3 Door,11977.4,Urbanladder.com
4/1/2022,Furniture,Wardrobes,3 Door,12007.33,Urbanladder.com
5/1/2022,Furniture,Wardrobes,3 Door,12184.45,Urbanladder.com
6/1/2022,Furniture,Wardrobes,3 Door,11832.81,Urbanladder.com
7/1/2022,Furniture,Wardrobes,3 Door,12101.28,Urbanladder.com
8/1/2022,Furniture,Wardrobes,3 Door,12103.31,Urbanladder.com
9/1/2022,Furniture,Wardrobes,3 Door,11863.98,Urbanladder.com
10/1/2022,Furniture,Wardrobes,3 Door,11777.98,Urbanladder.com
11/1/2022,Furniture,Wardrobes,3 Door,12006.7,Urbanladder.com
12/1/2022,Furniture,Wardrobes,3 Door,12173.41,Urbanladder.com
1/1/2023,Furniture,Wardrobes,3 Door,12523.11,Urbanladder.com
2/1/2023,Furniture,Wardrobes,3 Door,12880.97,Urbanladder.com
3/1/2023,Furniture,Wardrobes,3 Door,12855.5,Urbanladder.com
4/1/2023,Furniture,Wardrobes,3 Door,13274.42,Urbanladder.com
5/1/2023,Furniture,Wardrobes,3 Door,12956.65,Urbanladder.com
6/1/2023,Furniture,Wardrobes,3 Door,13261.71,Urbanladder.com
7/1/2023,Furniture,Wardrobes,3 Door,12990.74,Urbanladder.com
8/1/2023,Furniture,Wardrobes,3 Door,13023.92,Urbanladder.com
9/1/2023,Furniture,Wardrobes,3 Door,13018.33,Urbanladder.com
10/1/2023,Furniture,Wardrobes,3 Door,13107.68,Urbanladder.com
11/1/2023,Furniture,Wardrobes,3 Door,12976.49,Urbanladder.com
12/1/2023,Furniture,Wardrobes,3 Door,13184.77,Urbanladder.com
1/1/2024,Furniture,Wardrobes,3 Door,13480.81,Urbanladder.com
2/1/2024,Furniture,Wardrobes,3 Door,13747.65,Urbanladder.com
3/1/2024,Furniture,Wardrobes,3 Door,13934.66,Urbanladder.com
4/1/2024,Furniture,Wardrobes,3 Door,14095.18,Urbanladder.com
5/1/2024,Furniture,Wardrobes,3 Door,14200.39,Urbanladder.com
6/1/2024,Furniture,Wardrobes,3 Door,14399.19,Urbanladder.com
7/1/2024,Furniture,Wardrobes,3 Door,13978.92,Urbanladder.com
8/1/2024,Furniture,Wardrobes,3 Door,14004.23,Urbanladder.com
9/1/2024,Furniture,Wardrobes,3 Door,14271.08,Urbanladder.com
10/1/2024,Furniture,Wardrobes,3 Door,14035.55,Urbanladder.com
11/1/2024,Furniture,Wardrobes,3 Door,14159.71,Urbanladder.com
12/1/2024,Furniture,Wardrobes,3 Door,14251.31,Urbanladder.com
1/1/2025,Furniture,Wardrobes,3 Door,14534.85,Urbanladder.com
2/1/2025,Furniture,Wardrobes,3 Door,14871.03,Urbanladder.com
3/1/2025,Furniture,Wardrobes,3 Door,14865.53,Urbanladder.com
4/1/2025,Furniture,Wardrobes,3 Door,15296.14,Urbanladder.com
5/1/2025,Furniture,Wardrobes,3 Door,15420.53,Urbanladder.com
6/1/2025,Furniture,Wardrobes,3 Door,15317.91,Urbanladder.com
7/1/2025,Furniture,Wardrobes,3 Door,14911.76,Urbanladder.com
8/1/2025,Furniture,Wardrobes,3 Door,14947.12,Urbanladder.com
9/1/2025,Furniture,Wardrobes,3 Door,14831.83,Urbanladder.com
10/1/2025,Furniture,Wardrobes,3 Door,14696.43,Urbanladder.com
11/1/2025,Furniture,Wardrobes,3 Door,14795,Urbanladder.com
12/1/2025,Furniture,Wardrobes,3 Door,15273.03,Urbanladder.com
1/1/2026,Furniture,Wardrobes,3 Door,15499.43,Urbanladder.com
2/1/2026,Furniture,Wardrobes,3 Door,15553.35,Urbanladder.com
3/1/2026,Furniture,Wardrobes,3 Door,15903.74,Urbanladder.com
4/1/2026,Furniture,Wardrobes,3 Door,16091.73,Urbanladder.com
5/1/2026,Furniture,Wardrobes,3 Door,16432.63,Urbanladder.com
6/1/2026,Furniture,Wardrobes,3 Door,16138.96,Urbanladder.com
1/1/2022,Furniture,Wardrobes,3 Door,35922.32,Urbanladder.com
2/1/2022,Furniture,Wardrobes,3 Door,36970.11,Urbanladder.com
3/1/2022,Furniture,Wardrobes,3 Door,37430.96,Urbanladder.com
4/1/2022,Furniture,Wardrobes,3 Door,37524.49,Urbanladder.com
5/1/2022,Furniture,Wardrobes,3 Door,38078.04,Urbanladder.com
6/1/2022,Furniture,Wardrobes,3 Door,36979.09,Urbanladder.com
7/1/2022,Furniture,Wardrobes,3 Door,37818.11,Urbanladder.com
8/1/2022,Furniture,Wardrobes,3 Door,37824.45,Urbanladder.com
9/1/2022,Furniture,Wardrobes,3 Door,37076.5,Urbanladder.com
10/1/2022,Furniture,Wardrobes,3 Door,36807.75,Urbanladder.com
11/1/2022,Furniture,Wardrobes,3 Door,37522.54,Urbanladder.com
12/1/2022,Furniture,Wardrobes,3 Door,38043.53,Urbanladder.com
1/1/2023,Furniture,Wardrobes,3 Door,39136.38,Urbanladder.com
2/1/2023,Furniture,Wardrobes,3 Door,40254.74,Urbanladder.com
3/1/2023,Furniture,Wardrobes,3 Door,40175.14,Urbanladder.com
4/1/2023,Furniture,Wardrobes,3 Door,41484.32,Urbanladder.com
5/1/2023,Furniture,Wardrobes,3 Door,40491.25,Urbanladder.com
6/1/2023,Furniture,Wardrobes,3 Door,41444.61,Urbanladder.com
7/1/2023,Furniture,Wardrobes,3 Door,40597.79,Urbanladder.com
8/1/2023,Furniture,Wardrobes,3 Door,40701.47,Urbanladder.com
9/1/2023,Furniture,Wardrobes,3 Door,40684,Urbanladder.com
10/1/2023,Furniture,Wardrobes,3 Door,40963.23,Urbanladder.com
11/1/2023,Furniture,Wardrobes,3 Door,40553.25,Urbanladder.com
12/1/2023,Furniture,Wardrobes,3 Door,41204.15,Urbanladder.com
1/1/2024,Furniture,Wardrobes,3 Door,42129.32,Urbanladder.com
2/1/2024,Furniture,Wardrobes,3 Door,42963.23,Urbanladder.com
3/1/2024,Furniture,Wardrobes,3 Door,43547.65,Urbanladder.com
4/1/2024,Furniture,Wardrobes,3 Door,44049.3,Urbanladder.com
5/1/2024,Furniture,Wardrobes,3 Door,44378.12,Urbanladder.com
6/1/2024,Furniture,Wardrobes,3 Door,44999.39,Urbanladder.com
7/1/2024,Furniture,Wardrobes,3 Door,43685.98,Urbanladder.com
8/1/2024,Furniture,Wardrobes,3 Door,43765.09,Urbanladder.com
9/1/2024,Furniture,Wardrobes,3 Door,44599.01,Urbanladder.com
10/1/2024,Furniture,Wardrobes,3 Door,43862.94,Urbanladder.com
11/1/2024,Furniture,Wardrobes,3 Door,44250.98,Urbanladder.com
12/1/2024,Furniture,Wardrobes,3 Door,44537.24,Urbanladder.com
1/1/2025,Furniture,Wardrobes,3 Door,45423.33,Urbanladder.com
2/1/2025,Furniture,Wardrobes,3 Door,46473.95,Urbanladder.com
3/1/2025,Furniture,Wardrobes,3 Door,46456.76,Urbanladder.com
4/1/2025,Furniture,Wardrobes,3 Door,47802.48,Urbanladder.com
5/1/2025,Furniture,Wardrobes,3 Door,48191.2,Urbanladder.com
6/1/2025,Furniture,Wardrobes,3 Door,47870.51,Urbanladder.com
7/1/2025,Furniture,Wardrobes,3 Door,46601.24,Urbanladder.com
8/1/2025,Furniture,Wardrobes,3 Door,46711.73,Urbanladder.com
9/1/2025,Furniture,Wardrobes,3 Door,46351.45,Urbanladder.com
10/1/2025,Furniture,Wardrobes,3 Door,45928.3,Urbanladder.com
11/1/2025,Furniture,Wardrobes,3 Door,46236.33,Urbanladder.com
12/1/2025,Furniture,Wardrobes,3 Door,47730.26,Urbanladder.com
1/1/2026,Furniture,Wardrobes,3 Door,48437.78,Urbanladder.com
2/1/2026,Furniture,Wardrobes,3 Door,48606.29,Urbanladder.com
3/1/2026,Furniture,Wardrobes,3 Door,49701.31,Urbanladder.com
4/1/2026,Furniture,Wardrobes,3 Door,50288.79,Urbanladder.com
5/1/2026,Furniture,Wardrobes,3 Door,51354.14,Urbanladder.com
6/1/2026,Furniture,Wardrobes,3 Door,50436.4,Urbanladder.com
1/1/2022,Furniture,Wardrobes,3 Door,35922.32,Urbanladder.com
2/1/2022,Furniture,Wardrobes,3 Door,36970.11,Urbanladder.com
3/1/2022,Furniture,Wardrobes,3 Door,37430.96,Urbanladder.com
4/1/2022,Furniture,Wardrobes,3 Door,37524.49,Urbanladder.com
5/1/2022,Furniture,Wardrobes,3 Door,38078.04,Urbanladder.com
6/1/2022,Furniture,Wardrobes,3 Door,36979.09,Urbanladder.com
7/1/2022,Furniture,Wardrobes,3 Door,37818.11,Urbanladder.com
